country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Dominican Republic,DOM,20/2/2021,13087,13087,,2887,2617,0.12,0.12,,241,Oxford/AstraZeneca,Ministry of Public Health,https://twitter.com/SaludPublicaRD/status/1364587633645617154
Dominican Republic,DOM,21/2/2021,14264,14264,,1177,2377,0.13,0.13,,219,Oxford/AstraZeneca,Ministry of Public Health,https://twitter.com/SaludPublicaRD/status/1364587633645617154
Dominican Republic,DOM,22/2/2021,,,,,2616,,,,241,Oxford/AstraZeneca,Ministry of Public Health,https://twitter.com/SaludPublicaRD/status/1364587633645617154
Dominican Republic,DOM,23/2/2021,,,,,3139,,,,289,Oxford/AstraZeneca,Ministry of Public Health,https://twitter.com/SaludPublicaRD/status/1364587633645617154
Dominican Republic,DOM,24/2/2021,26400,26400,,,3574,0.24,0.24,,329,Oxford/AstraZeneca,Ministry of Public Health,https://twitter.com/SaludPublicaRD/status/1364587633645617154
Ecuador,ECU,21/1/2021,0,0,,,,0,0,,,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,22/1/2021,108,108,,108,108,0,0,,6,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,23/1/2021,,,,,341,,,,19,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,24/1/2021,,,,,419,,,,24,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,25/1/2021,,,,,458,,,,26,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,26/1/2021,,,,,481,,,,27,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,27/1/2021,2982,2982,,,497,0.02,0.02,,28,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,28/1/2021,,,,,484,,,,27,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,29/1/2021,,,,,526,,,,30,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,30/1/2021,,,,,502,,,,28,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,31/1/2021,,,,,478,,,,27,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,1/2/2021,,,,,454,,,,26,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/2/2021,,,,,430,,,,24,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,3/2/2021,,,,,406,,,,23,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,4/2/2021,6228,6228,,,406,0.04,0.04,,23,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,5/2/2021,,,,,369,,,,21,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,6/2/2021,,,,,333,,,,19,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,7/2/2021,,,,,297,,,,17,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,8/2/2021,,,,,260,,,,15,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,9/2/2021,,,,,224,,,,13,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,10/2/2021,,,,,187,,,,11,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,11/2/2021,,,,,151,,,,9,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,12/2/2021,,,,,151,,,,9,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,13/2/2021,,,,,151,,,,9,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,14/2/2021,,,,,151,,,,9,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,15/2/2021,,,,,151,,,,9,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,16/2/2021,,,,,151,,,,9,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,17/2/2021,8190,6228,1962,,151,0.05,0.04,0.01,9,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Egypt,EGY,24/1/2021,0,,,,,0,,,,Sinopharm/Beijing,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
Egypt,EGY,25/1/2021,,,,,219,,,,2,Sinopharm/Beijing,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
Egypt,EGY,26/1/2021,,,,,219,,,,2,Sinopharm/Beijing,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
Egypt,EGY,27/1/2021,,,,,219,,,,2,Sinopharm/Beijing,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
Egypt,EGY,28/1/2021,,,,,219,,,,2,Sinopharm/Beijing,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
Egypt,EGY,29/1/2021,,,,,219,,,,2,Sinopharm/Beijing,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
Egypt,EGY,30/1/2021,1315,,,,219,0,,,2,Sinopharm/Beijing,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
El Salvador,SLV,17/2/2021,0,,,,,0,,,,Oxford/AstraZeneca,Ministry of Health,https://www.laprensagrafica.com/elsalvador/Vacuna-contra-covid-Unas-6-mil-dosis-han-sido-aplicadas-en-cinco-dias-dice-Gobierno-20210222-0043.html
El Salvador,SLV,18/2/2021,,,,,1200,,,,185,Oxford/AstraZeneca,Ministry of Health,https://www.laprensagrafica.com/elsalvador/Vacuna-contra-covid-Unas-6-mil-dosis-han-sido-aplicadas-en-cinco-dias-dice-Gobierno-20210222-0043.html
El Salvador,SLV,19/2/2021,,,,,1200,,,,185,Oxford/AstraZeneca,Ministry of Health,https://www.laprensagrafica.com/elsalvador/Vacuna-contra-covid-Unas-6-mil-dosis-han-sido-aplicadas-en-cinco-dias-dice-Gobierno-20210222-0043.html
El Salvador,SLV,20/2/2021,,,,,1200,,,,185,Oxford/AstraZeneca,Ministry of Health,https://www.laprensagrafica.com/elsalvador/Vacuna-contra-covid-Unas-6-mil-dosis-han-sido-aplicadas-en-cinco-dias-dice-Gobierno-20210222-0043.html
El Salvador,SLV,21/2/2021,,,,,1200,,,,185,Oxford/AstraZeneca,Ministry of Health,https://www.laprensagrafica.com/elsalvador/Vacuna-contra-covid-Unas-6-mil-dosis-han-sido-aplicadas-en-cinco-dias-dice-Gobierno-20210222-0043.html
El Salvador,SLV,22/2/2021,6000,,,,1200,0.09,,,185,Oxford/AstraZeneca,Ministry of Health,https://www.laprensagrafica.com/elsalvador/Vacuna-contra-covid-Unas-6-mil-dosis-han-sido-aplicadas-en-cinco-dias-dice-Gobierno-20210222-0043.html
England,,13/12/2020,55437,55437,,,,0.1,0.1,,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,14/12/2020,,,,,74104,,,,1317,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,15/12/2020,,,,,74104,,,,1317,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,16/12/2020,,,,,74104,,,,1317,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,17/12/2020,,,,,74104,,,,1317,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,18/12/2020,,,,,74104,,,,1317,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,19/12/2020,,,,,74104,,,,1317,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,20/12/2020,574165,574165,,,74104,1.02,1.02,,1317,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,21/12/2020,,,,,68978,,,,1225,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,22/12/2020,,,,,63852,,,,1134,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,23/12/2020,,,,,58725,,,,1043,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,24/12/2020,,,,,53599,,,,952,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,25/12/2020,,,,,48473,,,,861,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,26/12/2020,,,,,43347,,,,770,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,27/12/2020,841707,841707,,,38220,1.5,1.5,,679,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,28/12/2020,,,,,39904,,,,709,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,29/12/2020,,,,,41588,,,,739,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,30/12/2020,,,,,43272,,,,769,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,31/12/2020,,,,,44956,,,,799,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/1/2021,,,,,46640,,,,829,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/1/2021,,,,,48324,,,,859,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,3/1/2021,1191766,1171187,20579,,50008,2.12,2.08,0.04,888,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,4/1/2021,,,,,66170,,,,1176,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,5/1/2021,,,,,82332,,,,1463,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,6/1/2021,,,,,98494,,,,1750,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,7/1/2021,,,,,114657,,,,2037,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,8/1/2021,,,,,130819,,,,2324,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,9/1/2021,,,,,146981,,,,2611,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,10/1/2021,2333764,1959151,374613,,163143,4.15,3.48,0.67,2898,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,11/1/2021,2474205,2080280,393925,140441,159899,4.4,3.7,0.7,2841,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/1/2021,2661850,2254556,407294,187645,163400,4.73,4.01,0.72,2903,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,13/1/2021,2910027,2494371,415656,248177,175548,5.17,4.43,0.74,3119,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,14/1/2021,3189674,2769164,420510,279647,192191,5.67,4.92,0.75,3414,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,15/1/2021,3514385,3090058,424327,324711,215272,6.24,5.49,0.75,3825,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,16/1/2021,3791594,3365492,426102,277209,231568,6.74,5.98,0.76,4114,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,17/1/2021,3947442,3520056,427386,155848,230525,7.01,6.25,0.76,4096,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,18/1/2021,4118342,3687206,431136,170900,234877,7.32,6.55,0.77,4173,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,19/1/2021,4419704,3985579,434125,301362,251122,7.85,7.08,0.77,4461,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,20/1/2021,4740578,4303730,436848,320874,261507,8.42,7.65,0.78,4646,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,21/1/2021,5100475,4661293,439182,359897,272972,9.06,8.28,0.78,4850,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,22/1/2021,5526071,5085771,440300,425596,287384,9.82,9.04,0.78,5106,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,23/1/2021,5970175,5529101,441074,444104,311226,10.61,9.82,0.78,5529,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,24/1/2021,6169377,5727693,441684,199202,317419,10.96,10.18,0.78,5639,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,25/1/2021,6405554,5962544,443010,236177,326745,11.38,10.59,0.79,5805,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,26/1/2021,6665861,6221850,444011,260307,320880,11.84,11.05,0.79,5701,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,27/1/2021,6918853,6473752,445101,252992,311182,12.29,11.5,0.79,5528,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,28/1/2021,7263317,6816945,446372,344464,308977,12.9,12.11,0.79,5489,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,29/1/2021,7701203,7253305,447898,437886,310733,13.68,12.89,0.8,5521,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,30/1/2021,8251146,7792996,458150,549943,325853,14.66,13.85,0.81,5789,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,31/1/2021,8543262,8082355,460907,292116,339126,15.18,14.36,0.82,6025,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/2/2021,8825371,8362868,462503,282109,345688,15.68,14.86,0.82,6142,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/2/2021,9126930,8663041,463889,301559,351581,16.21,15.39,0.82,6246,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,3/2/2021,9508006,9041835,466171,381076,369879,16.89,16.06,0.83,6571,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,4/2/2021,9899043,9430261,468782,391037,376532,17.59,16.75,0.83,6690,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,5/2/2021,10302620,9831897,470723,403577,371631,18.3,17.47,0.84,6602,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,6/2/2021,10761539,10290215,471324,458919,358628,19.12,18.28,0.84,6371,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,7/2/2021,10991365,10519729,471636,229826,349729,19.53,18.69,0.84,6213,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,8/2/2021,11245053,10771998,473055,253688,345669,19.98,19.14,0.84,6141,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,9/2/2021,11558880,11083652,475228,313827,347421,20.54,19.69,0.84,6172,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,10/2/2021,11901827,11422507,479320,342947,341974,21.14,20.29,0.85,6076,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,11/2/2021,12293207,11809241,483966,391380,342023,21.84,20.98,0.86,6076,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/2/2021,12733865,12246166,487699,440658,347321,22.62,21.76,0.87,6171,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,13/2/2021,13165548,12675663,489885,431683,343430,23.39,22.52,0.87,6101,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,14/2/2021,13353631,12862909,490722,188083,337467,23.72,22.85,0.87,5995,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,15/2/2021,13575245,13082669,492576,221614,332885,24.12,23.24,0.88,5914,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,16/2/2021,13891042,13395338,495704,315797,333166,24.68,23.8,0.88,5919,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,17/2/2021,14318115,13817914,500201,427073,345184,25.44,24.55,0.89,6133,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,18/2/2021,14718938,14214176,504762,400823,346533,26.15,25.25,0.9,6157,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,19/2/2021,15046635,14537978,508657,327697,330396,26.73,25.83,0.9,5870,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,20/2/2021,15355176,14844087,511089,308541,312804,27.28,26.37,0.91,5557,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,21/2/2021,15471509,14958074,513435,116333,302554,27.49,26.57,0.91,5375,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,22/2/2021,15631937,15113158,518779,160428,293813,27.77,26.85,0.92,5220,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,23/2/2021,15926415,15398055,528360,294478,290768,28.3,27.36,0.94,5166,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Estonia,EST,28/12/2020,207,,,,,0.02,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
Estonia,EST,29/12/2020,516,,,309,309,0.04,,,233,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
Estonia,EST,30/12/2020,884,,,368,338,0.07,,,255,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
Estonia,EST,31/12/2020,1907,,,1023,567,0.14,,,427,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
Estonia,EST,1/1/2021,2487,,,580,570,0.19,,,430,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
Estonia,EST,2/1/2021,,,,,459,,,,346,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
Estonia,EST,3/1/2021,2517,,,,385,0.19,,,290,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
Estonia,EST,4/1/2021,2535,,,18,333,0.19,,,251,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
Estonia,EST,5/1/2021,3188,,,653,382,0.24,,,288,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
Estonia,EST,6/1/2021,5009,,,1821,589,0.38,,,444,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
Estonia,EST,7/1/2021,6632,,,1623,675,0.5,,,509,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
Estonia,EST,8/1/2021,7973,,,1341,784,0.6,,,591,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
Estonia,EST,9/1/2021,10197,,,2224,1099,0.77,,,828,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
Estonia,EST,10/1/2021,10749,,,552,1176,0.81,,,887,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
Estonia,EST,11/1/2021,10972,,,223,1205,0.83,,,908,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
Estonia,EST,12/1/2021,11896,,,924,1244,0.9,,,938,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
Estonia,EST,13/1/2021,13481,,,1585,1210,1.02,,,912,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
Estonia,EST,14/1/2021,14879,,,1398,1178,1.12,,,888,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
Estonia,EST,15/1/2021,16677,,,1798,1243,1.26,,,937,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
Estonia,EST,16/1/2021,17959,,,1282,1109,1.35,,,836,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
Estonia,EST,17/1/2021,18179,,,220,1061,1.37,,,800,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-veebruar-oopaevaga-lisandus-1069-positiivset-testi
